epoch,train acc,test acc,train loss,test loss
0,0.04962,0.096,4.263,4.04096
1,0.1248,0.1518,3.688,3.527
2,0.17416,0.1942,3.421,3.21168
3,0.21078,0.1524,3.7,4.24604
4,0.24305,0.2391,3.041,3.0366
5,0.26724,0.1849,2.93,3.57072
6,0.27816,0.2965,2.865,2.65928
7,0.28664,0.2727,2.834,2.97352
8,0.29714,0.2797,2.783,2.83152
9,0.30128,0.2818,2.739,2.92284
