iteration,train loss,train acc,test loss,test acc
13491,3.571945667,15.625,,
13492,4.299166679,9.375,,
13493,3.241425753,28.125,,
13494,3.645797729,18.75,,
13495,3.717227459,9.375,,
13496,3.280201674,21.875,,
13497,4.55492115,6.25,,
13498,3.412410021,15.625,,
13499,4.027900696,15.625,,
13500,3.33057189,21.875,,
13501,4.332003593,12.5,,
13502,4.035721302,0,,
13503,3.978027344,18.75,,
13504,3.721707582,21.875,,
13505,4.171374321,6.25,,
13506,3.532836437,18.75,,
13507,4.004274845,6.25,,
13508,3.36930418,12.5,,
13509,3.980791807,9.375,,
13510,3.368508816,21.875,,
13511,3.599855423,28.125,,
13512,3.602509499,25,,
13513,4.336538792,0,,
13514,3.332981825,21.875,,
13515,3.904614449,9.375,,
13516,3.434522152,15.625,,
13517,4.030358791,9.375,,
13518,4.054612637,15.625,,
13519,3.567228556,18.75,,
13520,4.410612106,0,,
13521,4.214920998,6.25,,
13522,4.269272804,0,,
13523,4.2964468,9.375,,
13524,3.411200285,15.625,,
13525,3.111560345,28.125,,
13526,4.036331177,18.75,,
13527,3.782966852,18.75,,
13528,3.072393894,21.875,,
13529,3.544487953,21.875,,
13530,3.845702171,15.625,,
13531,4.007420063,9.375,,
13532,3.546241045,12.5,,
13533,3.196589708,21.875,,
13534,3.974400043,15.625,,
13535,3.268122911,12.5,,
13536,4.533660889,6.25,,
13537,4.040568352,18.75,,
13538,3.905969143,12.5,,
13539,3.274496794,21.875,,
13540,3.804845333,9.375,,
13541,3.680888176,21.875,,
13542,3.316377401,12.5,,
13543,3.441624641,21.875,,
13544,4.096777439,9.375,,
13545,3.413122654,25,,
13546,3.280206203,15.625,,
13547,3.749394894,12.5,,
13548,3.559378386,18.75,,
13549,3.37242651,12.5,,
13550,3.887980223,18.75,,
13551,3.901319027,12.5,,
13552,3.555652857,15.625,,
13553,4.232734203,0,,
13554,3.585468769,12.5,,
13555,4.342576981,9.375,,
13556,3.319397449,9.375,,
13557,3.729271412,12.5,,
13558,3.718718767,12.5,,
13559,3.422125816,15.625,,
13560,3.502693176,9.375,,
13561,4.026937008,12.5,,
13562,3.288158178,21.875,,
13563,3.562615156,12.5,,
13564,3.310008287,12.5,,
13565,3.793322086,12.5,,
13566,4.550966263,0,,
13567,3.45513773,25,,
13568,3.410894156,18.75,,
13569,3.922650814,18.75,,
13570,3.619884968,25,,
13571,4.256788254,6.25,,
13572,3.677777529,12.5,,
13573,3.708127022,3.125,,
13574,3.66520834,25,,
13575,3.70861268,12.5,,
13576,3.179485321,12.5,,
13577,4.479076385,12.5,,
13578,4.123457432,15.625,,
13579,3.576805353,15.625,,
13580,3.46163106,18.75,,
13581,3.172665119,18.75,,
13582,3.695738554,12.5,,
13583,3.512131691,18.75,,
13584,4.325486183,3.125,,
13585,3.532383204,18.75,,
13586,3.784211159,18.75,,
13587,4.133809566,3.125,,
13588,4.004647255,15.625,,
13589,3.249160767,28.125,,
13590,2.889168978,28.125,,
13591,3.263148546,21.875,,
13592,3.321168184,18.75,,
13593,4.172451019,9.375,,
13594,3.381442547,21.875,,
13595,4.276857376,3.125,,
13596,3.112121105,18.75,,
13597,3.846725941,15.625,,
13598,2.685756445,34.375,,
13599,3.862873554,12.5,,
13600,4.020649433,12.5,,
13601,3.380776167,21.875,,
13602,3.785405159,3.125,,
13603,2.927556038,28.125,,
13604,3.527649164,9.375,,
13605,3.876784086,18.75,,
13606,3.955177784,12.5,,
13607,3.470718384,15.625,,
13608,4.254432201,9.375,,
13609,2.937962055,28.125,,
13610,3.503041029,15.625,,
13611,3.799559593,12.5,,
13612,4.100857258,9.375,,
13613,3.194038391,18.75,,
13614,3.152904034,15.625,,
13615,3.587846518,21.875,,
13616,4.373392582,6.25,,
13617,3.505431652,15.625,,
13618,3.853144407,15.625,,
13619,3.575320005,9.375,,
13620,4.154109478,6.25,,
13621,4.300218105,0,,
13622,3.539110422,9.375,,
13623,3.474678755,9.375,,
13624,3.177620649,12.5,,
13625,4.363966942,0,,
13626,3.332871199,15.625,,
13627,3.384776115,25,,
13628,3.442986488,18.75,,
13629,4.172976971,6.25,,
13630,3.822081089,21.875,,
13631,3.768176794,0,,
13632,3.890974045,25,,
13633,3.397590637,15.625,,
13634,3.326448202,25,,
13635,3.857060194,15.625,,
13636,4.033159256,15.625,,
13637,3.972049713,15.625,,
13638,3.929053307,9.375,,
13639,3.327291489,15.625,,
13640,3.31364584,18.75,,
13641,3.65708065,15.625,,
13642,3.558568954,12.5,,
13643,3.235883713,25,,
13644,3.547009945,21.875,,
13645,3.747941256,15.625,,
13646,4.045689106,6.25,,
13647,3.537993908,6.25,,
13648,4.3026824,6.25,,
13649,4.408067226,0,,
13650,3.628641605,6.25,,
13651,3.797264814,9.375,,
13652,3.647039175,15.625,,
13653,3.263508558,12.5,,
13654,3.442483425,15.625,,
13655,3.32923913,12.5,,
13656,3.743811131,12.5,,
13657,3.341173172,12.5,,
13658,4.079130173,12.5,,
13659,3.544847965,37.5,,
13660,3.513658524,12.5,,
13661,4.279242516,9.375,,
13662,4.196317673,3.125,,
13663,3.766188383,15.625,,
13664,3.396159887,15.625,,
13665,3.770781517,15.625,,
13666,4.125980377,6.25,,
13667,4.149449348,12.5,,
13668,4.140568256,6.25,,
13669,4.24174881,3.125,,
13670,3.45108223,9.375,,
13671,3.366715908,18.75,,
13672,3.226701975,21.875,,
13673,4.132659912,6.25,,
13674,3.216187716,28.125,,
13675,3.74899435,15.625,,
13676,3.441348553,18.75,,
13677,3.374016523,12.5,,
13678,3.871892691,6.25,,
13679,3.290626287,9.375,,
13680,3.580511093,18.75,,
13681,3.169286489,21.875,,
13682,3.631997347,9.375,,
13683,3.226904869,15.625,,
13684,4.199939251,0,,
13685,4.332755566,3.125,,
13686,3.373809099,9.375,,
13687,4.610096931,3.125,,
13688,3.91283679,6.25,,
13689,4.293303967,3.125,,
13690,4.373600006,3.125,,
13691,3.677549601,3.125,,
13692,3.660853863,25,,
13693,3.424217463,18.75,,
13694,4.126303673,0,,
13695,3.068303108,15.625,,
13696,3.733579874,9.375,,
13697,3.219254732,15.625,,
13698,3.466299295,21.875,,
13699,4.031843662,12.5,,
13700,4.27276659,9.375,,
13701,3.508972406,15.625,,
13702,3.676470757,18.75,,
13703,4.466971874,0,,
13704,4.035545826,6.25,,
13705,3.351011038,21.875,,
13706,3.189930201,21.875,,
13707,4.309336662,6.25,,
13708,4.312872887,3.125,,
13709,3.290630817,28.125,,
13710,3.273186445,25,,
13711,4.078077316,12.5,,
13712,3.836066484,15.625,,
13713,3.041811228,28.125,,
13714,3.469553232,18.75,,
13715,3.158555031,21.875,,
13716,3.589992046,15.625,,
13717,3.640827417,9.375,,
13718,3.590854645,21.875,,
13719,3.477797985,15.625,,
13720,3.090419531,18.75,,
13721,3.180361271,25,,
13722,3.039948225,21.875,,
13723,4.300285816,3.125,,
13724,4.216316223,6.25,,
13725,3.8596766,6.25,,
13726,4.20340538,12.5,,
13727,3.943919659,21.875,,
13728,3.668537855,12.5,,
13729,3.491390944,15.625,,
13730,3.50475359,12.5,,
13731,3.279731989,31.25,,
13732,3.214632034,21.875,,
13733,3.298511505,25,,
13734,3.173691273,28.125,,
13735,3.442267656,18.75,,
13736,2.614935875,34.375,,
13737,4.198025227,12.5,,
13738,4.047809601,12.5,,
13739,3.722378969,28.125,,
13740,3.342288256,12.5,,
13741,2.960503101,31.25,,
13742,4.148552895,0,,
13743,2.901888847,28.125,,
13744,3.92884469,12.5,,
13745,3.421453476,12.5,,
13746,4.300084114,3.125,,
13747,3.807385206,9.375,,
13748,3.379785776,12.5,,
13749,4.050940037,6.25,,
13750,3.453986168,25,,
13751,3.468328238,15.625,,
13752,3.384968996,21.875,,
13753,3.265461445,12.5,,
13754,3.403827906,21.875,,
13755,3.610027552,9.375,,
13756,3.201420546,12.5,,
13757,4.085442066,6.25,,
13758,3.422091722,18.75,,
13759,3.944886923,9.375,,
13760,3.492370367,21.875,,
13761,3.390230179,18.75,,
13762,4.363485336,9.375,,
13763,3.278734684,21.875,,
13764,3.354485035,18.75,,
13765,3.455034733,12.5,,
13766,3.9890697,3.125,,
13767,3.702163696,6.25,,
13768,3.307893991,18.75,,
13769,2.942996502,25,,
13770,3.970733643,15.625,,
13771,3.100874901,21.875,,
13772,3.776887417,15.625,,
13773,4.103690147,9.375,,
13774,4.060494423,12.5,,
13775,4.423288345,9.375,,
13776,4.17539835,15.625,,
13777,3.131126642,12.5,,
13778,3.429600716,18.75,,
13779,3.545516253,18.75,,
13780,4.080907345,12.5,,
13781,3.972129822,15.625,,
13782,4.492630482,0,,
13783,3.562340498,21.875,,
13784,3.704963684,18.75,,
13785,4.266424179,9.375,,
13786,4.138216972,6.25,,
13787,3.462440491,18.75,,
13788,3.694329262,9.375,,
13789,3.10079813,31.25,,
13790,3.736283064,15.625,,
13791,4.201501846,0,,
13792,3.172444582,21.875,,
13793,4.223347664,3.125,,
13794,3.588517904,15.625,,
13795,3.943245888,9.375,,
13796,3.056005239,21.875,,
13797,3.33122611,21.875,,
13798,3.433394194,9.375,,
13799,3.200834513,21.875,,
13800,4.038167953,9.375,,
13801,3.639550447,9.375,,
13802,3.250534534,21.875,,
13803,4.334602356,6.25,,
13804,3.836318493,18.75,,
13805,4.124782562,18.75,,
13806,3.181731462,21.875,,
13807,3.459291935,9.375,,
13808,3.152635574,18.75,,
13809,3.181776524,25,,
13810,3.223443031,21.875,,
13811,4.322002411,0,,
13812,3.657373428,18.75,,
13813,3.542358875,12.5,,
13814,3.888450861,15.625,,
13815,3.275597572,18.75,,
13816,3.019084454,15.625,,
13817,3.371006966,12.5,,
13818,2.966295242,34.375,,
13819,4.055660725,6.25,,
13820,3.297613621,6.25,,
13821,3.834967375,18.75,,
13822,4.51262331,9.375,,
13823,3.223898649,18.75,,
13824,3.960813046,0,,
13825,3.334725857,21.875,,
13826,2.955380201,31.25,,
13827,3.541720152,21.875,,
13828,3.29440403,28.125,,
13829,3.03703022,15.625,,
13830,4.31771183,3.125,,
13831,3.974043846,9.375,,
13832,2.976409674,34.375,,
13833,4.539763927,3.125,,
13834,3.455929518,15.625,,
13835,4.073180676,12.5,,
13836,3.622299433,18.75,,
13837,4.261775017,3.125,,
13838,4.283901691,0,,
13839,3.074805737,25,,
13840,3.836313725,15.625,,
13841,4.487168312,3.125,,
13842,3.270746708,18.75,,
13843,3.684340477,15.625,,
13844,4.063692093,9.375,,
13845,3.260365963,15.625,,
13846,3.233796597,21.875,,
13847,3.313097477,25,,
13848,3.749247313,12.5,,
13849,3.736641407,12.5,,
13850,4.324360847,6.25,,
13851,3.151131153,34.375,,
13852,3.358248472,15.625,,
13853,4.095648766,12.5,,
13854,4.233968258,12.5,,
13855,3.324901104,18.75,,
13856,4.334295273,6.25,,
13857,3.919959784,18.75,,
13858,3.720536232,21.875,,
13859,4.023303509,3.125,,
13860,3.205922365,21.875,,
13861,4.345783234,6.25,,
13862,3.467457056,25,,
13863,3.857077122,12.5,,
13864,4.18788147,9.375,,
13865,3.985606194,15.625,,
13866,3.043938875,25,,
13867,3.336311102,9.375,,
13868,3.73672986,12.5,,
13869,3.960757256,6.25,,
13870,3.051662922,28.125,,
13871,4.214681149,6.25,,
13872,3.341562271,18.75,,
13873,3.765375137,9.375,,
13874,3.65278554,21.875,,
13875,3.687788248,12.5,,
13876,4.051949978,0,,
13877,4.563876152,0,,
13878,3.66874814,12.5,,
13879,3.152188778,28.125,,
13880,3.285481453,21.875,,
13881,3.391174793,18.75,,
13882,4.148817062,9.375,,
13883,3.733201265,9.375,,
13884,3.373575926,25,,
13885,3.824250698,9.375,,
13886,3.789679527,0,,
13887,3.2724154,15.625,,
13888,4.342803478,9.375,,
13889,4.402293682,6.25,,
13890,3.430438995,18.75,,
13891,3.939352989,12.5,,
13892,4.085530758,0,,
13893,3.305649042,12.5,,
13894,3.00483799,21.875,,
13895,3.473222494,25,,
13896,4.30395031,3.125,,
13897,3.128207922,31.25,,
13898,4.097270012,12.5,,
13899,3.610105515,12.5,,
13900,4.328206062,6.25,,
13901,4.084165573,6.25,,
13902,4.152985096,15.625,,
13903,4.049673557,15.625,,
13904,3.550558567,6.25,,
13905,3.281775713,21.875,,
13906,4.008461952,6.25,,
13907,4.185491562,0,,
13908,4.239233494,6.25,,
13909,3.15281415,21.875,,
13910,3.839131117,12.5,,
13911,3.196045399,15.625,,
13912,3.338023663,12.5,,
13913,4.112287521,0,,
13914,3.149894714,34.375,,
13915,3.807849646,12.5,,
13916,3.166505337,28.125,,
13917,3.287781954,21.875,,
13918,3.510602951,15.625,,
13919,3.749960899,6.25,,
13920,4.53525877,9.375,,
13921,3.57685709,3.125,,
13922,3.889638424,18.75,,
13923,3.571676493,18.75,,
13924,3.654061079,6.25,,
13925,3.362792253,15.625,,
13926,4.384917259,6.25,,
13927,4.206265926,12.5,,
13928,3.774337053,15.625,,
13929,4.340227127,12.5,,
13930,4.050828934,6.25,,
13931,4.111017227,12.5,,
13932,3.572278738,18.75,,
13933,3.318337679,15.625,,
13934,4.088358879,6.25,,
13935,3.485183001,18.75,,
13936,4.098453522,3.125,,
13937,3.298058033,18.75,,
13938,3.13746357,21.875,,
13939,3.686214924,15.625,,
13940,4.158081532,15.625,,
13941,4.3564291,3.125,,
13942,2.9963727,15.625,,
13943,4.112680435,3.125,,
13944,3.813256025,0,,
13945,3.935553312,0,,
13946,3.778727055,12.5,,
13947,4.194144249,9.375,,
13948,3.099546432,21.875,,
13949,3.768246412,9.375,,
13950,4.311282158,0,,
13951,3.423868656,18.75,,
13952,3.404214621,9.375,,
13953,3.119874477,25,,
13954,4.01902771,3.125,,
13955,2.867591381,18.75,,
13956,3.971660137,0,,
13957,3.604473352,9.375,,
13958,4.176656246,6.25,,
13959,3.290663481,12.5,,
13960,3.42607975,28.125,,
13961,3.207967758,28.125,,
13962,4.350313663,9.375,,
13963,3.23172164,9.375,,
13964,3.52944994,15.625,,
13965,3.598833084,15.625,,
13966,3.416645288,28.125,,
13967,4.449275494,0,,
13968,3.169516563,15.625,,
13969,3.327066898,28.125,,
13970,3.241690874,18.75,,
13971,3.41181159,31.25,,
13972,2.986232996,28.125,,
13973,3.802220583,21.875,,
13974,3.803586483,18.75,,
13975,4.312224388,6.25,,
13976,3.340769291,15.625,,
13977,3.331520319,15.625,,
13978,2.919952154,31.25,,
13979,4.099515915,12.5,,
13980,4.323415756,0,,
13981,3.316148281,6.25,,
13982,4.176754951,3.125,,
13983,4.205067635,15.625,,
13984,3.303423405,25,,
13985,3.556149244,15.625,,
13986,3.690945864,6.25,,
13987,4.230676651,6.25,,
13988,3.921330929,21.875,,
13989,3.220943928,15.625,,
13990,4.216597557,9.375,,
13991,3.754996061,6.25,,
13992,3.459887743,12.5,,
13993,3.809322119,3.125,,
13994,3.274542093,15.625,,
13995,3.540994883,18.75,,
13996,4.408286095,3.125,,
13997,4.149634838,6.25,,
13998,4.126223087,0,,
13999,3.138734818,21.875,,
14000,4.115047455,6.25,,
14001,3.120666742,18.75,,
14002,3.182574749,31.25,,
14003,4.300603867,3.125,,
14004,3.763734341,9.375,,
14005,4.539030552,6.25,,
14006,3.958910465,6.25,,
14007,3.428684235,15.625,,
14008,4.461149216,0,,
14009,2.932757854,21.875,,
14010,3.722872019,21.875,,
14011,3.666707516,12.5,,
14012,3.303511858,15.625,,
14013,4.028398514,9.375,,
14014,3.487475395,28.125,,
14015,3.915177822,15.625,,
14016,4.112961769,6.25,,
14017,3.083820581,34.375,,
14018,3.430146217,3.125,,
14019,3.633763075,12.5,,
14020,3.495752096,12.5,,
14021,3.438506365,25,,
14022,4.282394409,9.375,,
14023,3.970062733,6.25,,
14024,3.342316389,15.625,,
14025,2.970479965,28.125,,
14026,3.944885254,9.375,,
14027,3.932044506,6.25,,
14028,3.908933401,12.5,,
14029,3.585152864,15.625,,
14030,4.047257423,0,,
14031,3.512335777,25,,
14032,4.254140854,6.25,,
14033,4.238713264,6.25,,
14034,3.190200806,12.5,,
14035,4.436523914,12.5,,
14036,4.508129597,6.25,,
14037,4.080653191,3.125,,
14038,4.060745239,3.125,,
14039,3.978482723,6.25,,
14040,3.967559338,9.375,,
14041,3.817540884,18.75,,
14042,3.768159628,15.625,,
14043,3.429361343,15.625,,
14044,3.302503109,15.625,,
14045,4.136162281,6.25,,
14046,3.071063995,31.25,,
14047,3.063840628,12.5,,
14048,4.353063583,3.125,,
14049,3.649003983,21.875,,
14050,3.677888393,9.375,,
14051,3.214468956,18.75,,
14052,4.331180096,3.125,,
14053,4.091791153,3.125,,
14054,3.268120289,12.5,,
14055,2.987313986,31.25,,
14056,3.6077106,15.625,,
14057,3.21497488,25,,
14058,3.604067326,9.375,,
14059,4.426949024,6.25,,
14060,3.319241524,28.125,,
14061,3.715555191,18.75,,
14062,3.388610601,15.625,,
14063,4.069696426,15.625,,
14064,3.102892876,21.875,,
14065,3.969191551,12.5,,
14066,3.64217329,12.5,,
14067,3.236793995,18.75,,
14068,4.025621414,21.875,,
14069,3.630001783,6.25,,
14070,4.223308563,3.125,,
14071,4.014703274,6.25,,
14072,3.104183674,25,,
14073,3.977031708,0,,
14074,3.530171633,9.375,,
14075,3.382839203,21.875,,
14076,3.063009501,21.875,,
14077,3.901143074,18.75,,
14078,3.551218271,18.75,,
14079,3.489799023,18.75,,
14080,4.267979622,3.125,,
14081,3.215018988,28.125,,
14082,3.185786963,12.5,,
14083,3.918161392,18.75,,
14084,4.546321869,6.25,,
14085,3.646369696,15.625,,
14086,4.099086761,12.5,,
14087,3.432789326,15.625,,
14088,3.21649909,21.875,,
14089,3.097655296,18.75,,
14090,3.618315458,15.625,,
14091,3.027078867,18.75,,
14092,3.236058235,18.75,,
14093,3.301551104,18.75,,
14094,4.052576065,6.25,,
14095,2.840401411,28.125,,
14096,2.922331572,21.875,,
14097,3.480708838,12.5,,
14098,3.400875092,3.125,,
14099,3.046777487,31.25,,
14100,3.812888622,18.75,,
14101,4.361641884,12.5,,
14102,3.555541039,15.625,,
14103,4.044501781,15.625,,
14104,3.190319538,25,,
14105,2.980098724,18.75,,
14106,3.2710495,28.125,,
14107,3.232151747,21.875,,
14108,3.001581907,28.125,,
14109,3.223949194,15.625,,
14110,4.604563713,3.125,,
14111,3.800951719,21.875,,
14112,3.801025152,9.375,,
14113,3.166428328,25,,
14114,4.216669083,3.125,,
14115,4.00195694,9.375,,
14116,4.322443962,3.125,,
14117,4.182403088,3.125,,
14118,3.252684355,18.75,,
14119,4.21885252,6.25,,
14120,3.453349352,12.5,,
14121,3.338197231,9.375,,
14122,3.43986702,18.75,,
14123,3.459654093,21.875,,
14124,3.425858021,15.625,,
14125,4.017798424,15.625,,
14126,3.845302582,12.5,,
14127,3.136943102,21.875,,
14128,3.856639862,18.75,,
14129,3.974536419,12.5,,
14130,3.005187511,21.875,,
14131,3.117796183,28.125,,
14132,3.127184868,21.875,,
14133,4.195631027,9.375,,
14134,3.673993111,12.5,,
14135,3.648695707,15.625,,
14136,3.753371239,15.625,,
14137,3.600833178,15.625,,
14138,4.148679733,9.375,,
14139,3.461290836,18.75,,
14140,4.120640755,9.375,,
14141,3.000220537,31.25,,
14142,3.286598921,12.5,,
14143,4.023318291,6.25,,
14144,3.28109169,25,,
14145,3.243379116,3.125,,
14146,3.693843603,9.375,,
14147,4.19063282,3.125,,
14148,4.172942638,3.125,,
14149,2.982123137,18.75,,
14150,3.288818836,18.75,,
14151,3.76772356,12.5,,
14152,3.181635857,28.125,,
14153,3.64325881,9.375,,
14154,3.136589766,25,,
14155,4.181684017,0,,
14156,3.229866505,15.625,,
14157,3.922903061,15.625,,
14158,3.43760705,21.875,,
14159,3.276301146,25,,
14160,4.437193871,9.375,,
14161,3.449453115,18.75,,
14162,3.025965214,25,,
14163,3.471250534,15.625,,
14164,3.519309521,31.25,,
14165,3.708075047,15.625,,
14166,3.551417112,18.75,,
14167,3.762386799,25,,
14168,3.616438866,21.875,,
14169,3.340812683,18.75,,
14170,3.587078094,15.625,,
14171,3.896146297,9.375,,
14172,4.165079117,0,,
14173,3.315750599,18.75,,
14174,4.382471085,3.125,,
14175,3.252181053,12.5,,
14176,2.976546288,21.875,,
14177,4.326685905,3.125,,
14178,4.094079971,21.875,,
14179,3.684915066,21.875,,
14180,4.356934547,6.25,,
14181,3.943876505,9.375,,
14182,3.520111084,15.625,,
14183,3.184093475,28.125,,
14184,3.323144913,21.875,,
14185,3.794362068,3.125,,
14186,3.113714218,12.5,,
14187,2.996383429,21.875,,
14188,3.661324501,18.75,,
14189,4.217889309,3.125,,
14190,3.984674454,12.5,,
14191,3.984661579,0,,
14192,3.326879978,15.625,,
14193,3.441757679,12.5,,
14194,3.990651608,25,,
14195,3.266687393,25,,
14196,4.04769516,6.25,,
14197,3.173417807,18.75,,
14198,3.263606787,18.75,,
14199,3.437781096,21.875,,
14200,2.844805956,25,,
14201,3.863917351,18.75,,
14202,3.606966019,15.625,,
14203,3.418931723,25,,
14204,4.351314545,0,,
14205,4.307691574,0,,
14206,3.196753979,25,,
14207,3.915891171,9.375,,
14208,3.065140963,18.75,,
14209,3.373704195,15.625,,
14210,3.054660559,21.875,,
14211,3.299748421,18.75,,
14212,3.08309269,18.75,,
14213,2.914883614,28.125,,
14214,4.028897285,9.375,,
14215,2.986862898,15.625,,
14216,3.964517117,15.625,,
14217,3.454251289,18.75,,
14218,3.526659966,15.625,,
14219,4.273943901,12.5,,
14220,3.579638481,31.25,,
14221,4.484050751,6.25,,
14222,3.737094402,12.5,,
14223,3.206004858,28.125,,
14224,3.682524204,12.5,,
14225,4.140325546,15.625,,
14226,4.056818485,12.5,,
14227,3.176389456,12.5,,
14228,3.687027693,12.5,,
14229,3.818733692,6.25,,
14230,3.713885784,3.125,,
14231,3.386497259,25,,
14232,3.951131821,0,,
14233,4.134154797,9.375,,
14234,3.193471432,28.125,,
14235,3.666889429,18.75,,
14236,4.284292221,12.5,,
14237,3.360005856,12.5,,
14238,3.434883118,15.625,,
14239,3.182208776,31.25,,
14240,4.19471693,6.25,,
14241,3.897554636,9.375,,
14242,4.309295654,3.125,,
14243,3.520363569,18.75,,
14244,3.974876881,15.625,,
14245,3.454570532,21.875,,
14246,3.869926453,6.25,,
14247,4.379117966,15.625,,
14248,3.317608118,25,,
14249,2.83576107,28.125,,
14250,3.875061274,15.625,,
14251,2.940071583,25,,
14252,3.783782482,12.5,,
14253,3.486206293,15.625,,
14254,4.252996922,6.25,,
14255,3.290673971,12.5,,
14256,3.052272081,31.25,,
14257,4.028557777,3.125,,
14258,3.94988966,18.75,,
14259,3.437968254,12.5,,
14260,3.323071718,31.25,,
14261,4.10111618,15.625,,
14262,3.343096018,21.875,,
14263,4.044852257,6.25,,
14264,4.293980122,6.25,,
14265,3.856140614,15.625,,
14266,4.166352272,9.375,,
14267,2.688898087,34.375,,
14268,4.191785812,6.25,,
14269,3.30962348,28.125,,
14270,3.126886606,21.875,,
14271,3.285349846,25,,
14272,3.436000109,15.625,,
14273,3.733930588,12.5,,
14274,3.395217657,25,,
14275,3.320090294,18.75,,
14276,2.835808754,31.25,,
14277,4.200932026,9.375,,
14278,3.67517519,21.875,,
14279,3.419343948,21.875,,
14280,3.697982311,15.625,,
14281,3.590486288,9.375,,
14282,3.697443485,15.625,,
14283,2.849245071,28.125,,
14284,3.79079628,12.5,,
14285,3.372574806,15.625,,
14286,3.069417238,28.125,,
14287,4.069384575,12.5,,
14288,4.261492729,3.125,,
14289,3.213086367,18.75,,
14290,4.126859188,9.375,,
14291,3.992422581,6.25,,
14292,3.368079424,12.5,,
14293,3.371347427,12.5,,
14294,3.485986471,12.5,,
14295,4.346218586,6.25,,
14296,3.173342943,18.75,,
14297,3.094270945,15.625,,
14298,4.386959553,9.375,,
14299,3.916422606,12.5,,
14300,3.349774599,18.75,,
14301,3.701819181,3.125,,
14302,3.472822189,12.5,,
14303,4.27937603,9.375,,
14304,3.493527889,21.875,,
14305,3.401795149,18.75,,
14306,4.115842819,3.125,,
14307,4.250452518,3.125,,
14308,3.927583456,9.375,,
14309,4.536048889,3.125,,
14310,4.208536625,6.25,,
14311,4.129649639,9.375,,
14312,3.322588444,28.125,,
14313,3.473668098,25,,
14314,3.32562232,12.5,,
14315,3.665117025,9.375,,
14316,2.9276793,31.25,,
14317,3.855741501,12.5,,
14318,3.220281839,28.125,,
14319,3.904524803,18.75,,
14320,3.155482769,21.875,,
14321,3.79410243,18.75,,
14322,3.664582253,12.5,,
14323,3.885946274,9.375,,
14324,4.378143311,3.125,,
14325,3.963736534,6.25,,
14326,3.916171551,6.25,,
14327,3.752045155,6.25,,
14328,3.194925547,21.875,,
14329,3.994121313,6.25,,
14330,3.195134878,25,,
14331,4.210319519,6.25,,
14332,3.264475107,18.75,,
14333,4.297020435,6.25,,
14334,3.514370441,31.25,,
14335,3.306372643,31.25,,
14336,3.924118996,28.125,,
14337,3.011175871,25,,
14338,4.280190468,9.375,,
14339,4.195012093,9.375,,
14340,3.335737228,9.375,,
14341,4.150986671,3.125,,
14342,3.076185465,28.125,,
14343,3.545804024,12.5,,
14344,3.772642374,12.5,,
14345,3.63705945,9.375,,
14346,4.040476799,15.625,,
14347,4.221575737,0,,
14348,3.315217495,21.875,,
14349,4.142887115,6.25,,
14350,3.159699678,15.625,,
14351,3.631991625,12.5,,
14352,4.04703331,12.5,,
14353,3.119949818,18.75,,
14354,3.539511204,21.875,,
14355,3.812686443,6.25,,
14356,4.213753223,0,,
14357,3.50552702,9.375,,
14358,3.941030502,15.625,,
14359,3.986546516,6.25,,
14360,3.532982111,18.75,,
14361,3.188393116,18.75,,
14362,4.213612556,25,,
14363,3.737054825,18.75,,
14364,4.117945671,3.125,,
14365,4.40053463,0,,
14366,3.334543943,25,,
14367,2.791192055,31.25,,
14368,3.026818991,25,,
14369,4.065529823,12.5,,
14370,3.160260201,31.25,,
14371,3.826300144,3.125,,
14372,4.51225996,6.25,,
14373,3.717971087,25,,
14374,3.715163231,28.125,,
14375,3.569689751,3.125,,
14376,3.584120512,18.75,,
14377,4.148755074,3.125,,
14378,3.989942551,6.25,,
14379,3.916439056,9.375,,
14380,4.046366215,9.375,,
14381,3.629541874,21.875,,
14382,3.123073816,21.875,,
14383,3.349820852,12.5,,
14384,3.801005602,9.375,,
14385,3.697417498,12.5,,
14386,3.531591892,9.375,,
14387,3.613270521,21.875,,
14388,3.970160961,3.125,,
14389,4.109025955,12.5,,
14390,4.247074127,12.5,,
14391,4.115887642,15.625,,
14392,3.491403818,18.75,,
14393,3.933059692,6.25,,
14394,3.375766993,12.5,,
14395,3.219142675,25,,
14396,3.545084238,21.875,,
14397,3.322492361,18.75,,
14398,3.348309755,12.5,,
14399,3.409638643,18.75,,
14400,3.291788578,12.5,,
14401,2.888764143,28.125,,
14402,3.240294456,15.625,,
14403,3.108458996,31.25,,
14404,3.863317966,9.375,,
14405,4.24586916,9.375,,
14406,4.235411644,0,,
14407,3.813588142,12.5,,
14408,4.405459404,12.5,,
14409,3.452852488,12.5,,
14410,3.272229195,21.875,,
14411,3.3245821,21.875,,
14412,3.17188549,31.25,,
14413,3.508111238,18.75,,
14414,4.06926918,9.375,,
14415,2.947440863,25,,
14416,3.858272076,9.375,,
14417,3.973855495,12.5,,
14418,3.517951012,12.5,,
14419,3.42197299,21.875,,
14420,3.484956741,18.75,,
14421,3.365489483,21.875,,
14422,3.936209679,12.5,,
14423,2.777124166,28.125,,
14424,3.300705671,25,,
14425,3.492532253,18.75,,
14426,4.084691048,18.75,,
14427,3.670364141,12.5,,
14428,3.410424232,12.5,,
14429,3.604976416,12.5,,
14430,3.679739714,6.25,,
14431,3.108112812,28.125,,
14432,3.603691339,9.375,,
14433,3.47730732,15.625,,
14434,4.000218868,6.25,,
14435,3.280693054,18.75,,
